अग्रगण्य	agraganya	3
अग्रणी	agrani	3
अग्रलेख	agralekh	3
अग्रवाल	agraval	1
अग्रवाल	agravala	1
अग्रवाल	agrawal	4
अग्रवाल	agrawala	1
अग्रेसर	aggressor	1
अग्रेसर	agraser	1
अग्रेसर	agrayser	1
अग्रेसर	agresar	1
अघोरी	aghori	3
अचल	achal	3
अचला	achala	3
अचाट	achat	3
अचानक	achanak	3
अचूक	achook	2
अचूक	achuk	1
अचूकता	achookata	2
अचूकता	achukata	1
अचेतन	achetan	3
अच्छा	achcha	1
अच्छा	achchha	2
अच्युत	achyut	3
अजगर	ajagar	2
अजगर	ajgar	2
अजगराला	ajagarala	3
अजब	ajab	3
अजमल	ajamal	2
अजमल	ajmal	1
अजमेर	ajamar	1
अजमेर	ajameer	1
अजमेर	ajamer	2
अजमेर	ajmair	1
अजमेर	ajmar	1
अजमेर	ajmeer	1
अजमेर	ajmer	3
अजमेर	azamer	1
अजमेर	azmair	1
अजमेर	azmer	1
अजय	ajai	1
अजय	ajaii	1
अजय	ajay	4
अजय	ajaya	1
अजय	azai	1
अजय	azay	1
अजय	azaya	1
अजयकुमार	ajaykumar	3
अजरामर	ajaramar	2
अजरामर	ajramar	1
अजस्त्र	ajastra	3
अजिंक्य	ajinkya	3
अजिंठा	ajintha	3
अजिबात	ajeebaat	1
अजिबात	ajibaat	1
अजिबात	ajibat	2
अजीज	ajeej	1
अजीज	ajij	2
अजीज	aziz	1
अजुन	ajun	3
अजून	ajoon	1
अजून	ajun	2
अजूनही	ajoonahee	1
अजूनही	ajunahee	1
अजूनही	ajunahi	1
अजैविक	ajaivik	3
अज्ञात	adnyat	1
अज्ञात	agnyat	1
अज्ञात	agyaat	1
अज्ञातवासात	adhnyatvasat	1
अज्ञातवासात	adnyatvasat	1
अज्ञातवासात	agnyatvasat	1
अज्ञान	adnyan	1
अज्ञान	agnyan	1
अज्ञान	agyaan	1
अज्ञानी	adnyanee	2
अज्ञानी	adnyani	1
अझरबैजान	ajarabaijana	1
अझरबैजान	ajarabejana	1
अझरबैजान	ajarbaijaan	1
अझरबैजान	azarabaizana	1
अझरबैजान	azarbaijaan	1
अझरबैजान	azarbaizaan	1
अझरबैजान	azarbejaan	1
अझोला	azola	3
अझ्टेक	ajtec	1
अझ्टेक	ajteek	1
अझ्टेक	ajtek	1
अझ्टेक	ajteq	1
अझ्टेक	aztec	1
अझ्टेक	azteec	1
अझ्टेक	aztek	1
अट	at	4
अटक	atak	3
अटकही	atakahi	2
अटकही	atkahee	1
अटल	atal	3
अटलांटिक	atalantika	1
अटलांटिक	atalantiqa	1
अटलांटिक	atlaantik	1
अटलांटिक	atlaantiq	1
अटलांटिक	atlantic	3
अटलांटिक	atlantica	1
अटलांटिक	atlanticka	1
अटलांटिक	atlanticqa	1
अटलांटिक	atlantik	1
अटलांटिक	atlantiq	1
अटलांटिक	etalantika	1
अटलांटिक	etlaantik	1
अटलांटिक	etlantica	1
अटलांटिक	etlanticka	1
अटलांटिक	etlantik	1
अटलांटिस	atalantisa	1
अटलांटिस	atlantees	1
अटलांटिस	atlantiis	1
अटलांटिस	atlantis	1
अटलांटिस	etalantisa	1
अटलांटिस	etlantees	1
अटलांटिस	etlantis	1
अटळ	atal	3
अटळ	attal	1
अटी	atee	1
अटी	ati	2
अटींमुळे	ateenmule	1
अटींमुळे	atinmule	2
अटींवर	atinvar	3
अटीनुसार	ateenusar	1
अटीनुसार	atinusar	2
अटॅक	atak	2
अटॅक	ataq	1
अटॅक	attack	3
अटॅक	attacq	1
अटॅक	etak	1
अटॅक	ettack	1
अठरा	athara	3
अठराव्या	atharavya	3
अडकला	adakala	1
अडकला	adkala	2
अडकलेला	adakalela	3
अडकलेले	adakalele	2
अडकलेले	adaklele	1
अडकलेल्या	adakalelya	1
अडकलेल्या	adaklelya	1
अडकलेल्या	adkalelya	1
अडकल्या	adakalya	2
अडकल्या	adkalya	1
अडकल्याने	adakalyane	2
अडकल्याने	adkalyane	1
अडकवलेल्या	adakavalelya	1
अडकवलेल्या	adkavlelya	2
अडकून	adakoon	1
अडकून	adakun	1
अडकून	adkoon	1
अडकून	adkun	1
अडचणी	adachanee	1
अडचणी	adachani	1
अडचणी	adchani	1
अडचणीच्या	adachanichya	2
अडचणीच्या	adchanichya	1
अडचणीत	adachaneet	1
अडचणीत	adachanit	2
अडचणीत	adchneet	1
अडतात	adtat	3
अडथळे	adathale	3
अडवणूक	adavanook	1
अडवणूक	adavanuk	1
अडवणूक	adavnook	1
अडवणूक	adavnuk	1
अडवली	adavalee	1
अडवली	adavali	2
अडवा	adava	2
अडवा	adva	1
अडवाणी	advani	3
अडविले	adavile	2
अडविले	advile	1
अडवून	adavoon	1
अडवून	adavun	1
अडवून	advun	1
अडाणीपणा	adaneepana	2
अडाणीपणा	adanipana	1
अडी	adee	2
अडी	adi	1
अडीअडचणींना	adeeadachaneenna	1
अडीअडचणींना	adiadachninna	1
अडीअडचणींना	adiadchaninna	1
अडीच	adeech	1
अडीच	adich	2
अणकुचीदार	anakucheedar	1
अणकुचीदार	ankuchidar	1
अणकुचीदार	anukucheedar	1
अणि	ani	3
अणु	anu	3
अणुऊर्जा	anuurja	3
अणुबाँब	anubomb	3
अणुभट्टी	anubhattee	1
अणुभट्टी	anubhatti	2
अणुभट्ट्या	anubhattya	3
अणुस्फोट	anusfot	1
अणुस्फोट	anusphot	2
अणू	anoo	1
अणू	anu	2
अणे	ane	3
अण्णा	ana	1
अण्णा	anaa	1
अण्णा	anna	4
अण्णा	annaa	1
अण्णांची	annanchee	1
अण्णांची	annanchi	2
अण्णाने	annane	3
अण्णाभाऊ	annabhau	3
अण्णासाहेब	annasaheb	3
अण्वस्त्र	anvastra	3
अण्वस्त्रसज्ज	anvastrasajja	3
अतः	ata	1
अतः	atah	2
अति	ati	3
अतिउच्च	atiuchch	1
अतिउच्च	atiuchcha	2
अतिजलद	atijalad	3
अतिथी	atithee	2
अतिथी	atithi	1
अतिप्रगत	atipragat	3
अतिप्राचीन	atipracheen	2
अतिप्राचीन	atiprachin	1
अतिरिक्त	atirikt	3
अतिरेकी	atirekee	2
अतिरेकी	atireki	1
अतिरेक्यांनी	atirekyannee	1
अतिरेक्यांनी	atirekyanni	2
अतिवापर	ativapar	2
अतिवापर	atvapar	1
अतिशीत	atisheet	2
अतिशीत	atishit	2
अतिसार	atisaar	1
अतिसार	atisar	2
अतिसूक्ष्म	atisukshma	2
अतिसूक्ष्म	atisusham	1
अती	atee	1
अती	ati	2
अतींद्रिय	ateendriya	1
अतींद्रिय	atindriy	1
अतींद्रिय	atindriya	1
अतीव	ateev	2
अतीव	ativ	1
अतुल	ataal	1
अतुल	atool	1
अतुल	atul	4
अतुल	etool	1
अतुल	etul	1
अतुलनीय	atulaneey	1
अतुलनीय	atulniy	1
अतुलनीय	atulniya	1
अतुल्य	atuly	1
अतुल्य	atulya	2
अतूट	atoot	2
अतूट	atut	2
अत्यंत	atyant	3
अत्यधिक	atyadhik	2
अत्यधिक	atydhik	1
अत्याचार	atyachaar	1
अत्याचार	atyachar	2
अत्याचारापासून	atyachaarapasoon	1
अत्याचारापासून	atyachaarapasun	1
अत्याचारापासून	atyacharapasun	2
अत्याधुनिक	atyaadhunik	1
अत्याधुनिक	atyadhunik	2
अत्यावश्यक	atyaavashyak	1
अत्यावश्यक	atyavashyak	1
अत्यावश्यक	atyavashyk	1
अत्रे	atre	3
अत्रेय	atrey	2
अत्रेय	atreya	1
अत्र्यांनी	atryannee	3
अथक	athak	3
अथर्ववेद	atharvaved	3
अथर्वशीर्ष	atharvashirsh	2
अथर्वशीर्ष	athrvashirsh	1
अथवा	athava	3
अथांग	athang	3
अथेन्स	atheens	1
अथेन्स	atheeyns	1
अथेन्स	athens	4
अथेन्स	atheyns	1
अथेन्स	ethens	1
अथेन्स	etheyns	1
अथॉरिटी	authority	3
अदभुत	adabhot	1
अदभुत	adbhut	2
अदवंत	adavant	3
अदा	ada	3
अदृष्य	adrushy	2
अदृष्य	adrushya	3
अद्भुत	adbhut	3
अद्यतने	adyatane	3
अद्ययावत	adyayaavat	1
अद्ययावत	adyayavat	2
अद्याप	adyap	3
अद्यापही	adyapahee	1
अद्यापही	adyapahi	2
अद्यापी	adyapee	1
अद्यापी	adyapi	2
अद्यावत	adyavat	3
अद्वितीय	adviteey	2
अद्वितीय	advitiya	1
अद्वैत	advait	3
अधर	adhar	3
अधिकाधिक	adhikadhik	3
अधिकार	adhikaar	1
अधिकार	adhikar	2
अधिकारांचा	adhikarancha	3
अधिकारांची	adhikaranchee	2
अधिकारांची	adhikaranchi	1
अधिकारांच्या	adhikaranchya	3
अधिकारासाठी	adhikarasaathi	1
अधिकारासाठी	adhikarasathee	2
अधिकारी	adhikaari	1
अधिकारी	adhikaree	2
अधिकारीही	adhikareehee	2
अधिकारीही	adhikarihi	1
अधिकार्‍यांच्या	adhikaryanchya	3
अधिकार्‍याने	adhikaryane	3
अधिकाऱ्यांच्या	adhikaryanchya	3
अधिकाऱ्यांना	adhikaryanna	3
अधिकाऱ्यांनी	adhikaryannee	2
अधिकाऱ्यांनी	adhikaryanni	1
अधिकाऱ्याकडे	adhikaryakade	3
अधिकाऱ्याची	adhikaryachee	2
अधिकाऱ्याची	adhikaryachi	1
अधिकाऱ्याने	adhikaryane	3
अधिकृत	adhikrut	3
अधिकृतपणे	adhikritpane	1
अधिकृतपणे	adhikrutapane	2
अधिक्रमण	adhikraman	3
अधिपत्याखाली	adhipatyakhaali	1
अधिपत्याखाली	adhipatyakhalee	1
अधिपत्याखाली	adhipatyakhali	1
अधिपत्याखालील	adhipatyakhaleel	1
अधिपत्याखालील	adhipatyakhalil	2
अधिवास	adhivas	3
अधिवेशन	adhiveshan	3
अधिवेशनात	adhiveshanat	3
अधिष्ठान	adhishthan	2
अधिष्ठान	adhisthan	1
अधीन	adheen	1
अधीन	adhin	2
अधून	adhun	3
अधूनमधून	adhunmadhun	3
अधोरेखित	adhorekhit	3
अध्यक्षतेखाली	adhyakshatekhalee	1
अध्यक्षतेखाली	adhyakshatekhali	2
अध्यक्षपद	adhyakshapad	3
अध्यक्षपदाची	adhyakshapadachee	1
अध्यक्षपदाची	adhyakshapadachi	2
अध्यक्षपदाच्या	adhyakshapadachya	3
अध्यक्षपदासाठी	adhyakshapadasathee	1
अध्यक्षपदासाठी	adhyakshapadasathi	2
अध्यक्षपदी	adhyakshapadee	1
अध्यक्षपदी	adhyakshapadi	2
अध्यक्षस्थान	adhyakshasthan	3
अध्यक्षस्थानी	adhyakshasthanee	1
अध्यक्षस्थानी	adhyakshasthani	2
अध्ययन	adhyayan	3
अध्यात्म	adhyatm	1
अध्यात्म	adhyatma	2
अध्यात्मिक	adhyatmik	3
अध्यापक	adhyapak	3
अध्यासन	adhyasan	3
अनंत	anant	2
अनंत	ananta	1
अनंतराव	anantarao	1
अनंतराव	anantrao	1
अनंतराव	anantrav	1
अनंते	anante	3
अनधिकृत	anadhikrut	3
अनन्य	ananya	3
अनन्यसाधारण	ananyasadharan	3
अनन्वित	ananvit	3
अनपेक्षित	anpekshit	3
अनभिज्ञ	anabhidhnya	1
अनभिज्ञ	anabhidny	1
अनभिज्ञ	anbhidnya	1
अनमोल	anamol	2
अनमोल	anmol	2
अनवर	anavar	3
अनवर	anawar	1
अनवर	anvar	1
अनवाणी	anavaani	1
अनवाणी	anavanee	1
अनवाणी	anwani	1
अनसूया	anasooya	1
अनसूया	anasuya	1
अनसूया	ansooya	1
अनागोंदी	anagondee	2
अनागोंदी	anagondi	1
अनाठायी	anathayee	2
अनाठायी	anathayi	1
अनाथ	anaath	1
अनाथ	anath	3
अनादी	anadee	1
अनादी	anadi	2
अनामिक	anamik	3
अनारकली	anarakalee	1
अनारकली	anarakali	1
अनारकली	anarakalii	1
अनारकली	anaraqali	1
अनारकली	anarkali	3
अनारकली	anarkalii	1
अनारकली	anarqali	1
अनावश्यक	anavashyak	2
अनावश्यक	anavshyak	1
अनिकेत	aniket	3
अनिता	aneeta	1
अनिता	aniita	1
अनिता	anita	4
अनियंत्रित	aniyantrit	3
अनियमित	aniyamit	3
अनिरुद्ध	aniruddha	3
अनिर्बंध	anirbandh	2
अनिर्बंध	anirbandha	1
अनिल	aneel	1
अनिल	aniil	1
अनिल	anil	4
अनिलकुमार	anilkumar	3
अनिवार्य	anivary	1
अनिवार्य	anivarya	1
अनिवार्य	aniwarya	1
अनिश्चित	anishchit	3
अनिष्ट	anisht	3
अनिस	anis	3
अनुकरण	anukaran	3
अनुकूल	anukul	3
अनुकूलन	anukulan	3
अनुक्रमांक	anukramank	2
अनुक्रमांक	anukramanka	1
अनुक्रमे	anukrame	3
अनुग्रह	anugrah	1
अनुग्रह	anugraha	2
अनुज्ञा	anudhnya	1
अनुज्ञा	anudnya	1
अनुज्ञा	anygnya	1
अनुदान	anudan	3
अनुनासिक	anunasik	3
अनुपम	anupam	3
अनुपमा	anupama	3
अनुपलब्ध	anupalabdh	2
अनुपलब्ध	anuplabdh	1
अनुपस्थिती	anupasthitee	1
अनुपस्थिती	anupasthiti	1
अनुपस्थिती	anupasthti	1
अनुपस्थितीत	anupasthitit	2
अनुपस्थितीत	anupsthiteet	1
अनुप्रयोग	anuprayog	2
अनुप्रयोग	anuproyog	1
अनुभव	anubhav	3
अनुभवणे	anubhavane	3
अनुभवता	anubhavata	2
अनुभवता	anubhavta	1
अनुभवतात	anubhavatat	1
अनुभवतात	anubhavtat	2
अनुभवलेले	anubhavalele	3
अनुभवलेल्या	anubhavalelya	3
अनुभवांवर	anubhavanvar	3
अनुभवांवरून	anubhavanvaroon	2
अनुभवांवरून	anubhavanvarun	1
अनुभवाचा	anubhavacha	3
अनुभवाची	anubhavachee	2
अनुभवाची	anubhavachi	1
अनुभवाचे	anubhavache	3
अनुभवात	anubhavat	3
अनुभवातून	anubhavatoon	2
अनुभवातून	anubhavatun	1
अनुभवायला	anubhavayala	1
अनुभवायला	anubhavayla	1
अनुभवायला	anubhawayala	1
अनुभवी	anubhavee	2
अनुभवी	anubhavi	1
अनुमती	anoomatee	1
अनुमती	anumatee	3
अनुमतीने	anoomateene	1
अनुमतीने	anumateene	3
अनुमान	anooman	1
अनुमान	anumaan	1
अनुमान	anuman	2
अनुराधा	anuradha	3
अनुरूप	anuroop	1
अनुरूप	anurup	2
अनुवांशिक	anuvanshik	3
अनुवादक	anuvadak	3
अनुवादित	anuvadit	3
अनुषंगाने	anushangane	3
अनुषंगिक	anushangik	3
अनुष्का	anushka	3
अनुसंधान	anusandhaan	1
अनुसंधान	anusandhan	2
अनुसरून	anusaroon	1
अनुसरून	anusarun	2
अनुसार	anusaar	1
अनुसार	anusar	2
अनुसूचित	anusoochit	1
अनुसूचित	anusuchit	2
अनुस्वार	anoosvar	1
अनुस्वार	anusvaar	1
अनुस्वार	anusvar	1
अनुस्वार	anuswar	2
अनेक	anek	4
अनेकविध	anekavidh	2
अनेकविध	anekvidh	1
अनेकांचा	anekancha	3
अनेकांची	anekanchee	1
अनेकांची	anekanchi	2
अनेकांचे	anekanche	3
अनेकांच्या	anekanchya	3
अनेकांना	anekanna	3
अनेकांनी	anekaanni	1
अनेकांनी	anekannee	1
अनेकांनी	anekanni	1
अनेकांशी	anekanshee	1
अनेकांशी	anekanshi	2
अनेकानेक	anekanek	3
अनैच्छिक	anaichchhik	1
अनैच्छिक	anaichchik	1
अनैच्छिक	anaichhik	1
अनैसर्गिक	anaisargik	2
अनैसर्गिक	anaisrgik	1
अनौपचारिक	anopcharik	1
अनौपचारिक	anoupcharik	2
अन्	an	3
अन्न	anna	3
अन्नघटक	annaghatak	2
अन्नघटक	annagrahan	1
अन्नधान्य	annadhanya	3
अन्नधान्याचे	annadhanyache	3
अन्ननलिका	annanalika	3
अन्नपदार्थ	annapadarth	2
अन्नपदार्थ	annapadartha	1
अन्नपूर्णा	anapoorna	1
अन्नपूर्णा	anapurna	1
अन्नपूर्णा	annapaarna	1
अन्नपूर्णा	annapoorna	1
अन्नपूर्णा	annapurna	4
अन्नपूर्णा	annapuurna	1
अन्नसुरक्षा	annasuraksha	3
अन्नाची	annachee	1
अन्नाची	annachi	2
अन्य	anya	3
अन्यत्र	anyatr	1
अन्यत्र	anyatra	2
अन्यथा	anyatha	3
अन्याय	anyay	4
अन्यायकारक	anyaykarak	3
अन्यायाचा	anyayacha	3
अन्यायाने	anyayane	3
अन्यायावर	anyayavar	3
अन्यायी	anyayee	1
अन्यायी	anyayi	2
अन्वयार्थ	anvayarth	2
अन्वयार्थ	anvayartha	1
अन्वये	anvaye	3
अन्वर	anvar	4
अन्वर	anwar	1
अन्वर	anwara	1
अन्वेषण	anveshan	3
अप	ap	3
अप	up	2
अपंग	apang	3
अपंगत्व	apangatv	1
अपंगत्व	apangatva	1
अपंगत्व	apangatwa	1
अपक्ष	apaksh	3
अपघात	apaghat	2
अपघात	apghat	1
अपघातांची	apaghatanchi	1
अपघातांची	apghatanchi	2
अपघाताच्या	apaghatachya	2
अपघाताच्या	apghatachya	1
अपघातात	apaghatat	2
अपघातात	apghatat	1
अपघाती	apaghatee	1
अपघाती	apaghati	1
अपघाती	apghati	1
अपत्यप्राप्ती	apatyaprapti	3
अपभ्रंश	apabhransh	1
अपभ्रंश	apbhransh	1
अपभ्रंश	upabhransh	1
अपमान	apamaan	1
अपमान	apaman	1
अपमान	apmaan	1
अपमानाचा	apamanacha	3
अपमानास्पद	apamanaspad	3
अपमानीत	apamaneet	2
अपमानीत	apamanit	1
अपयश	apayash	3
अपयशानंतर	apayashanantar	3
अपयशी	apayashee	1
अपयशी	apayashi	2
अपरिचित	aparichit	3
अपरिमित	aparimit	3
अपरिवर्तनीय	aparivartaneeya	1
अपरिवर्तनीय	aparivartaniya	1
अपरिवर्तनीय	aparivartneey	1
अपरिहार्य	aparihary	1
अपरिहार्य	apariharya	2
अपलोड	apaloda	1
अपलोड	apalooda	1
अपलोड	aplod	1
अपलोड	aplood	1
अपलोड	upload	4
अपलोड	uplooad	1
अपवाद	apavad	3
